Наименование:;Код товара:;Артикул:;Группа товаров:;Вид товаров:;Единица измерения:;Весовой товар:;Код весового товара;Штрих-код:;Цена:;Количество:
Драже " Бум" ізюм  в молочному шоколаді 45г;2187;2187;Алкоголь;Вино;шт;False;2187;4820005196180;10980;2196
Драже " Бум" рисові кульки  в молочному шоколаді 45г;2188;2188;Алкоголь;Вино;шт;False;2188;4820005197293;10985;2197
Драже " Бум" мармелад в молочному шоколаді з фруктами 45г;2189;2189;Алкоголь;Вино;шт;False;2189;4820005197316;10990;2198
Напій "Чудо Сад" виноград 2 л;2190;2190;Алкоголь;Вино;шт;False;2190;4820005197583;10995;2199
Напій "Чудо Сад" Яблуко та ехінацея 2 л;2191;2191;Алкоголь;Вино;шт;False;2191;4820005197606;11000;2200
Напій "Чудо Сад" сітро 2 л;2192;2192;Алкоголь;Вино;шт;False;2192;4820005197620;11005;2201
Напій "Чудо Сад" лімонад 2 л;2193;2193;Алкоголь;Вино;шт;False;2193;4820005197668;11010;2202
Квас Боярський 2 л;2194;2194;Алкоголь;Вино;шт;False;2194;4820005197743;11015;2203
Енергетичний напій " Black " 0,5л;2195;2195;Алкоголь;Вино;шт;False;2195;4820005197958;11020;2204
Напій "Чудо Сад" Байкал 2 л;2196;2196;Алкоголь;Вино;шт;False;2196;4820005198481;11025;2205
Напій "Чудо Сад" Тархун 2 л;2197;2197;Алкоголь;Вино;шт;False;2197;4820005198498;11030;2206
Напій "Чудо сад" крем-сода 2л;2198;2198;Алкоголь;Вино;шт;False;2198;4820005198504;11035;2207
Шок. "Millennium Фаворит" молочний шоколад100 г;2199;2199;Алкоголь;Вино;шт;False;2199;4820005198559;11040;2208
Шок. "Millennium Фаворит" молочний з лісовим горіхом 100 г;2200;2200;Алкоголь;Вино;шт;False;2200;4820005198573;11045;2209
Шок. "Millennium Фаворит" Brut  чорний 100 г;2201;2201;Алкоголь;Вино;шт;False;2201;4820005198597;11050;2210
Енергетичний напій "Black energy" nature 0,5л;2202;2202;Алкоголь;Вино;шт;False;2202;4820005198696;11055;2211
Енергетичний напій "Black energy" extra 0,5л;2203;2203;Алкоголь;Вино;шт;False;2203;4820005198719;11060;2212
Драже " Бум"арахіс  в какао-порошку 90 г;2204;2204;Алкоголь;Вино;шт;False;2204;4820005198764;11065;2213
Драже " Бум"арахіс  в йщгуртовій глазурі 90 г;2205;2205;Алкоголь;Вино;шт;False;2205;4820005198788;11070;2214
Масло "Злагода" шоколадне 62% 180 г;2206;2206;Алкоголь;Вино;шт;False;2206;4820005421121;11075;2215
Злагода ряжанка2,5% 500 г;2207;2207;Алкоголь;Вино;шт;False;2207;4820005423460;11080;2216
Злагода сирок глазурований згущ. молоко вар. 15% 36 г;2208;2208;Алкоголь;Вино;шт;False;2208;4820005423507;11085;2217
Злагода сирок глазурований ваніль 23% 36 г;2209;2209;Алкоголь;Вино;шт;False;2209;4820005424153;11090;2218
Любимчик сирок глазурований згущ. молоко 23% 36 г;2210;2210;Алкоголь;Вино;шт;False;2210;4820005426256;11095;2219
Злагода сметана 21% 400 г;2211;2211;Алкоголь;Вино;шт;False;2211;4820005426263;11100;2220
Злагода ряжанка по-домашньому 4,0% 300 г;2212;2212;Алкоголь;Вино;шт;False;2212;4820005426447;11105;2221
Злагода йогурт по-домашньому ваніль 2,5% 300 г;2213;2213;Алкоголь;Вино;шт;False;2213;4820005426997;11110;2222
Злагода йогурт персик 1,5% 400 г;2214;2214;Алкоголь;Вино;шт;False;2214;4820005427437;11115;2223
Сіроп Здорова Родина шипшина-глід 0,2л;2215;2215;Алкоголь;Вино;шт;False;2215;4820005440184;11120;2224
Здорова Родина Хрін з буряком 250 г;2216;2216;Алкоголь;Вино;шт;False;2216;4820005440238;11125;2225
Сіроп Здорова Родина шипшина-ехінацея-м`ята 0,2л;2217;2217;Алкоголь;Вино;шт;False;2217;4820005440399;11130;2226
Сіроп Здорова Родина шипшина 0,2л;2218;2218;Алкоголь;Вино;шт;False;2218;4820005440412;11135;2227
Сіроп Здорова Родина Чорна смородина 0,33л;2219;2219;Алкоголь;Вино;шт;False;2219;4820005441587;11140;2228
Сіроп Здорова Родина полуниця 0,33л;2220;2220;Алкоголь;Вино;шт;False;2220;4820005441594;11145;2229
Сіроп Здорова Родина малина 0,33л;2221;2221;Алкоголь;Вино;шт;False;2221;4820005441600;11150;2230
Дніпродзержинський завод продтоварів Кислота оцтова 9% 0,9л;2222;2222;Алкоголь;Вино;шт;False;2222;4820005442973;11155;2231
Хрін "Здорова Родина" столовий особливий 130г;2223;2223;Алкоголь;Вино;шт;False;2223;4820005443123;11160;2232
Хрін "Здорова Родина" столовий білий 130г;2224;2224;Алкоголь;Вино;шт;False;2224;4820005443130;11165;2233
Здорова родина Фрукти подрібнені з цукром чорна смородина з шипшиною стерилізовані 220г;2225;2225;Алкоголь;Вино;шт;False;2225;4820005443161;11170;2234
Здорова родина Фрукти протерті з цукром обліпиха з шипшиною стерилізовані 220г;2226;2226;Алкоголь;Вино;шт;False;2226;4820005443185;11175;2235
Здорова родина Фрукти подрібнені з цукром журавлина з шипшиною стерилізовані 220г;2227;2227;Алкоголь;Вино;шт;False;2227;4820005443208;11180;2236
Здорова родина Фрукти подрібнені з цукром малина-обліпиха стерилізовані 220г;2228;2228;Алкоголь;Вино;шт;False;2228;4820005443215;11185;2237
Па0ет Домашній 250 г;2229;2229;Алкоголь;Вино;шт;False;2229;4820005890354;11190;2238
Господарочка Па0ет печінковий ніжний  250 г;2230;2230;Алкоголь;Вино;шт;False;2230;4820005890415;11195;2239
Па0ет Бутербродний 250 г;2231;2231;Алкоголь;Вино;шт;False;2231;4820005890422;11200;2240
Па0ет Галицький 250 г;2232;2232;Алкоголь;Вино;шт;False;2232;4820005890446;11205;2241
Па0ет Прикарпатський з кур. мясом 250 г;2233;2233;Алкоголь;Вино;шт;False;2233;4820005890460;11210;2242
Морозиво Лімо "Львівський  ка0ан" з шоколадним смаком 80г;2234;2234;Алкоголь;Вино;шт;False;2234;4820005920785;11215;2243
Борошно "Добродія" 2 0;2235;2235;Алкоголь;Вино;шт;False;2235;4820006140205;11220;2244
Борошно "Добродія" пшеничне в/с 1 0;2236;2236;Алкоголь;Вино;шт;False;2236;4820006140267;11225;2245
Крупа "Добродія"Манна  800 г;2237;2237;Алкоголь;Вино;шт;False;2237;4820006140403;11230;2246
Крупа "Добродія" Рис довгий  800 г;2238;2238;Алкоголь;Вино;шт;False;2238;4820006140496;11235;2247
Крупа " Добродія " Мюслі Бодрість коробка 500г;2239;2239;Алкоголь;Вино;шт;False;2239;4820006140519;11240;2248
Крупа " Добродія " Мюслі десертні коробка 500г;2240;2240;Алкоголь;Вино;шт;False;2240;4820006140533;11245;2249
Борошно "Добродія" Блинне 1 0;2241;2241;Алкоголь;Вино;шт;False;2241;4820006141530;11250;2250
Крупа "Добродія"  Рис  коробка 8 порцій 400 г;2242;2242;Алкоголь;Вино;шт;False;2242;4820006142117;11255;2251
Крупа "Добродія"  Пшено  коробка 8 порцій 400 г;2243;2243;Алкоголь;Вино;шт;False;2243;4820006142124;11260;2252
Крупа "Добродія"  Гречка  коробка 8 порцій 400 г;2244;2244;Алкоголь;Вино;шт;False;2244;4820006142148;11265;2253
Крупа " Добродія " Мюслі казкові коробка 500г;2245;2245;Алкоголь;Вино;шт;False;2245;4820006143039;11270;2254
Крупа "Добродія " Висівки коробка 200 г;2246;2246;Алкоголь;Вино;шт;False;2246;4820006143497;11275;2255
Крупа "Добродія " Льон коробка 350 г;2247;2247;Алкоголь;Вино;шт;False;2247;4820006143527;11280;2256
Добряна  Сметана 15%  450 г;2248;2248;Алкоголь;Вино;шт;False;2248;4820006256388;11285;2257
Масло Роменське 73% 200г;2249;2249;Алкоголь;Вино;шт;False;2249;4820006257439;11290;2258
Славія Сир плавлений Російський 45% 100 г;2250;2250;Алкоголь;Вино;шт;False;2250;4820006530310;11295;2259
Яготинське сметана з печі 21% 300г;2251;2251;Алкоголь;Вино;шт;False;2251;4820006531805;11300;2260
Славія  крем-сир вершковий 20% 100г;2252;2252;Алкоголь;Вино;шт;False;2252;4820006532895;11305;2261
Яготинське Йогурт 1,5% Вишня-чорна смородина 400 г;2253;2253;Алкоголь;Вино;шт;False;2253;4820006533205;11310;2262
Горілка " Карат " 0,5л;2254;2254;Алкоголь;Вино;шт;False;2254;4820006911317;11315;2263
Наш продукт Тушкована яловичина 500 г;2255;2255;Алкоголь;Вино;шт;False;2255;4820007060236;11320;2264
Коньяк "Скіф" туба 6* 0,5л;2256;2256;Алкоголь;Вино;шт;False;2256;4820007402425;11325;2265
Коньяк Марочний КВВЯ "Ай-Петрі" 0,5л;2257;2257;Алкоголь;Вино;шт;False;2257;4820007402753;11330;2266
Сир "Шостка" російський класичний 50% 220г;2258;2258;Алкоголь;Вино;шт;False;2258;4820007955310;11335;2267
Сир "Шостка" Шостка 50% 220г;2259;2259;Алкоголь;Вино;шт;False;2259;4820007955327;11340;2268
Сир "Шостка" Рицар з ар. пряж. молока 50% 220г;2260;2260;Алкоголь;Вино;шт;False;2260;4820007955396;11345;2269
Шостка сир плавлений дружба 50% 90г;2261;2261;Алкоголь;Вино;шт;False;2261;4820007955518;11350;2270
Шостка сир плавлений російський 40% 90г;2262;2262;Алкоголь;Вино;шт;False;2262;4820007955525;11355;2271
Шостка янтар сир плавлений 50% 90г;2263;2263;Алкоголь;Вино;шт;False;2263;4820007955624;11360;2272
Онисс Одеський па0ет з вершковим маслом 240 г;2264;2264;Алкоголь;Вино;шт;False;2264;4820007990052;11365;2273
Онисс Український па0ет з ключом  240 г;2265;2265;Алкоголь;Вино;шт;False;2265;4820007990113;11370;2274
Онисс М`ясний па0ет печінковий 240 г;2266;2266;Алкоголь;Вино;шт;False;2266;4820007990120;11375;2275
Онисс Московський па0ет  240 г;2267;2267;Алкоголь;Вино;шт;False;2267;4820007990137;11380;2276
Онисс Па0ет Французський з грибами 240г;2268;2268;Алкоголь;Вино;шт;False;2268;4820007990212;11385;2277
Онисс М`ясний па0ет яловичина 240 г;2269;2269;Алкоголь;Вино;шт;False;2269;4820007990328;11390;2278
Па0ет "Майовка" яловичий 250 г;2270;2270;Алкоголь;Вино;шт;False;2270;4820007991691;11395;2279
Онисс Свинина по-домашньому 350г;2271;2271;Алкоголь;Вино;шт;False;2271;4820007992124;11400;2280
Онисс м'ясо курки по-домашньому 350г;2272;2272;Алкоголь;Вино;шт;False;2272;4820007992148;11405;2281
Онисс Тушкована курка  по-домашньому 525 г ж/б;2273;2273;Алкоголь;Вино;шт;False;2273;4820007992179;11410;2282
